Feature	HK_CF2	HK_CF35	HK_CF70	V_CF71	V_CF34	V_CF26
seastar_clc_contig_5768	464	988	2	13	82	22
seastar_clc_contig_5769	185	890	92	102	165	145
seastar_clc_contig_577	4520	10880	3581	675	882	1090
seastar_clc_contig_5770	516	2518	238	320	555	263
seastar_clc_contig_5771	428	1626	29	11	83	48
seastar_clc_contig_5772	278	1473	182	95	72	42
seastar_clc_contig_5773	1533	6587	1116	645	1059	994
seastar_clc_contig_5774	13	57	5	1	0	3
seastar_clc_contig_5775	1103	2656	406	145	225	111
seastar_clc_contig_5776	161	1357	77	84	137	79
seastar_clc_contig_5777	144	802	62	28	96	60
seastar_clc_contig_5778	657	2421	341	161	334	181
seastar_clc_contig_5779	9	22	3	0	0	3
seastar_clc_contig_578	19	0	1	3	0	1
seastar_clc_contig_5780	1131	6856	756	582	1115	736
seastar_clc_contig_5781	4516	3480	1254	278	1123	664
seastar_clc_contig_5782	401	1458	264	72	146	112
seastar_clc_contig_5783	102	1202	42	85	70	24
seastar_clc_contig_5784	580	2008	285	100	193	125
seastar_clc_contig_5785	149	262	20	102	0	0
seastar_clc_contig_5786	93	722	67	379	212	81
seastar_clc_contig_5787	16	38	4	51	33	28
seastar_clc_contig_5788	669	2426	350	291	548	317
seastar_clc_contig_5789	361	1580	223	98	244	136
seastar_clc_contig_579	365	906	131	131	55	1202
seastar_clc_contig_5790	693	2046	382	166	209	233
seastar_clc_contig_5791	222	1341	49	29	86	76
seastar_clc_contig_5792	239	999	168	95	191	284
seastar_clc_contig_5793	55	362	44	12	58	15
seastar_clc_contig_5794	413	1398	178	26	98	55
seastar_clc_contig_5795	101	667	68	17	19	21
seastar_clc_contig_5796	932	19817	487	141	245	55
seastar_clc_contig_5797	1233	16411	361	127	201	61
seastar_clc_contig_5798	162	587	53	26	40	25
seastar_clc_contig_5799	94	442	19	5	39	14
seastar_clc_contig_58	845	1554	1791	15697	15132	16308
seastar_clc_contig_580	3264	24243	1529	3581	2529	966
seastar_clc_contig_5800	33	98	38	6	15	8
seastar_clc_contig_5801	31	111	12	2	15	4
seastar_clc_contig_5802	17	43	6	2	2	4
seastar_clc_contig_5803	195	1675	71	109	169	146
seastar_clc_contig_5804	264	357	78	24	19	150
seastar_clc_contig_5805	383	2274	400	132	279	262
seastar_clc_contig_5806	14	538	27	36	64	34
seastar_clc_contig_5807	167	251	53	126	28	2
seastar_clc_contig_5808	972	7758	3434	249	259	314
seastar_clc_contig_5809	1377	3300	9	2	691	403
seastar_clc_contig_581	13005	64665	8547	3279	4408	3090
seastar_clc_contig_5810	164	850	80	32	87	65
seastar_clc_contig_5811	187	831	137	37	58	66
seastar_clc_contig_5812	5	86	2	8	1	1
seastar_clc_contig_5813	90	897	28	106	142	59
seastar_clc_contig_5814	140	563	63	10	23	24
seastar_clc_contig_5815	46	648	47	65	84	50
seastar_clc_contig_5816	6	95	4	70	32	5
seastar_clc_contig_5817	256	586	84	58	67	48
seastar_clc_contig_5818	435	1213	158	61	205	49
seastar_clc_contig_5819	783	7678	187	495	307	323
seastar_clc_contig_582	427	1840	188	564	993	461
seastar_clc_contig_5820	109	244	27	12	20	27
seastar_clc_contig_5821	21	123	74	174	83	112
seastar_clc_contig_5822	747	676	191	47	151	103
seastar_clc_contig_5823	20	688	7	6	24	19
seastar_clc_contig_5824	11237	9039	3121	708	2711	1678
seastar_clc_contig_5825	140	1372	81	48	59	94
seastar_clc_contig_5826	17	313	22	25	32	18
seastar_clc_contig_5827	22	208	39	6	13	23
seastar_clc_contig_5828	138	498	73	19	21	32
seastar_clc_contig_5829	54	67	37	25	118	4
seastar_clc_contig_583	13	227	13	307	91	38
seastar_clc_contig_5830	1117	3958	589	57	94	115
seastar_clc_contig_5831	644	2955	405	77	194	137
seastar_clc_contig_5832	297	2722	169	98	99	43
seastar_clc_contig_5833	544	1447	231	75	78	78
seastar_clc_contig_5834	115	767	35	2	15	6
seastar_clc_contig_5835	19	141	22	57	60	47
seastar_clc_contig_5836	10	242	11	2	5	26
seastar_clc_contig_5837	72	51	22	3	32	13
seastar_clc_contig_5838	255	1444	123	118	161	87
seastar_clc_contig_5839	1458	7160	601	37	68	52
seastar_clc_contig_584	39985	146503	19378	5797	9427	10890
seastar_clc_contig_5840	66	635	87	5	2	0
seastar_clc_contig_5841	204	1071	42	71	134	56
seastar_clc_contig_5842	9	44	4	9	1	55
seastar_clc_contig_5843	197	1026	193	120	239	164
seastar_clc_contig_5844	16	99	10	3	29	9
seastar_clc_contig_5845	83	721	68	48	150	89
seastar_clc_contig_5846	34	318	30	3	24	8
seastar_clc_contig_5847	182	821	129	29	111	47
seastar_clc_contig_5848	16	188	12	6	8	8
seastar_clc_contig_5849	189	866	118	12	69	51
seastar_clc_contig_585	12427	41198	5936	2469	2286	2889
seastar_clc_contig_5850	52	367	24	13	48	19
seastar_clc_contig_5851	0	4	0	5	4	1
seastar_clc_contig_5852	35	45	44	26	304	24
seastar_clc_contig_5853	161	555	48	10	42	139
seastar_clc_contig_5854	17	562	87	100	115	91
seastar_clc_contig_5855	2	42	4	13	10	0
seastar_clc_contig_5856	51	1042	19	53	44	43
seastar_clc_contig_5857	25	428	27	52	70	26
seastar_clc_contig_5858	180	982	69	50	132	60
seastar_clc_contig_5859	0	806	80	2	16	18
seastar_clc_contig_586	1597	6998	498	832	181	172
seastar_clc_contig_5860	9	434	21	11	23	2
seastar_clc_contig_5861	6	22	5	34	41	14
seastar_clc_contig_5862	84	1159	86	122	283	164
seastar_clc_contig_5863	335	1315	218	101	219	111
seastar_clc_contig_5864	64	450	65	28	40	31
seastar_clc_contig_5865	80	265	27	74	198	78
seastar_clc_contig_5866	4912	24722	2887	353	397	272
seastar_clc_contig_5867	135	1993	342	42	113	85
seastar_clc_contig_5868	45	512	49	11	25	19
seastar_clc_contig_5869	350	1020	149	18	40	28
seastar_clc_contig_587	1944	12281	2078	2725	3409	1569
seastar_clc_contig_5870	17	522	10	32	33	17
seastar_clc_contig_5871	176	988	114	10	34	53
seastar_clc_contig_5872	58	501	41	6	19	20
seastar_clc_contig_5873	77	24	2	3	2	1
seastar_clc_contig_5874	9	179	23	24	19	13
seastar_clc_contig_5875	209	1685	102	26	91	50
seastar_clc_contig_5876	40	339	17	16	24	26
seastar_clc_contig_5877	5	56	10	1	8	6
seastar_clc_contig_5878	123	933	36	27	53	31
seastar_clc_contig_5879	43	506	15	63	92	37
seastar_clc_contig_588	808	3169	441	154	432	448
seastar_clc_contig_5880	68	403	12	27	52	26
seastar_clc_contig_5881	3	5	0	163	95	2
seastar_clc_contig_5882	498	977	94	110	54	245
seastar_clc_contig_5883	88	0	24	72	55	15
seastar_clc_contig_5884	1205	4793	590	121	237	183
seastar_clc_contig_5885	11	47	4	1	9	5
seastar_clc_contig_5886	1134	2365	531	113	212	190
seastar_clc_contig_5887	11	189	6	11	18	5
seastar_clc_contig_5888	25	124	39	86	216	48
seastar_clc_contig_5889	9	103	7	6	12	17
seastar_clc_contig_589	5	32	5	3618	424	111
seastar_clc_contig_5890	20	83	10	132	11	4
seastar_clc_contig_5891	232	1113	152	44	94	93
seastar_clc_contig_5892	0	11	2	44	23	6
seastar_clc_contig_5893	15	404	32	54	75	59
seastar_clc_contig_5894	153	547	73	16	50	28
seastar_clc_contig_5895	38	283	26	219	39	64
seastar_clc_contig_5896	106	343	41	7	24	13
seastar_clc_contig_5897	659	6068	224	128	422	246
seastar_clc_contig_5898	69	66	7	25	6	17
seastar_clc_contig_5899	1567	1256	433	102	379	234
seastar_clc_contig_59	445	956	160	23	26	31
seastar_clc_contig_590	0	9	2	11066	1918	281
seastar_clc_contig_5900	1302	3627	508	112	161	475
seastar_clc_contig_5901	371	3711	202	131	199	121
seastar_clc_contig_5902	103	403	55	9	41	46
seastar_clc_contig_5903	3090	9687	1044	220	485	337
seastar_clc_contig_5904	87	366	235	134	42	26
seastar_clc_contig_5905	423	1405	199	28	41	67
seastar_clc_contig_5906	308	1227	136	42	134	90
seastar_clc_contig_5907	8	84	6	11	11	4
seastar_clc_contig_5908	13	60	9	4	7	3
seastar_clc_contig_5909	5	9	7	18	28	23
seastar_clc_contig_591	503	1769	123	32	81	63
seastar_clc_contig_5910	121	733	69	20	37	59
seastar_clc_contig_5911	112	764	41	18	9	15
seastar_clc_contig_5912	967	4311	802	235	470	282
seastar_clc_contig_5913	257	541	132	40	54	18
seastar_clc_contig_5914	32	216	12	37	126	65
seastar_clc_contig_5915	217	1168	437	55	30	23
seastar_clc_contig_5916	193	782	90	19	77	51
seastar_clc_contig_5917	1	28	2	1	2	0
seastar_clc_contig_5918	44	691	45	26	54	40
seastar_clc_contig_5919	27	417	22	0	14	6
seastar_clc_contig_592	4248	2738	1027	187	893	627
seastar_clc_contig_5920	508	2379	262	75	252	157
seastar_clc_contig_5921	60	468	43	11	12	18
seastar_clc_contig_5922	56	334	79	9	39	18
seastar_clc_contig_5923	30	139	16	24	26	10
seastar_clc_contig_5924	133	1255	69	6	31	35
seastar_clc_contig_5925	433	2183	203	44	98	71
seastar_clc_contig_5926	8	169	6	3	11	17
seastar_clc_contig_5927	0	228	87	44	1	19
seastar_clc_contig_5928	20	142	3	31	9	11
seastar_clc_contig_5929	33	608	40	43	35	19
seastar_clc_contig_593	22733	99768	5509	800	1272	624
seastar_clc_contig_5930	10	233	28	1	9	14
seastar_clc_contig_5931	36	389	14	4	7	2
seastar_clc_contig_5932	228	963	86	13	40	55
seastar_clc_contig_5933	89	307	54	16	24	20
seastar_clc_contig_5934	49	151	24	9	40	18
seastar_clc_contig_5935	78	753	36	42	41	54
seastar_clc_contig_5936	16	399	363	119	50	318
seastar_clc_contig_5937	0	13	0	3	2	0
seastar_clc_contig_5938	1	33	5	1	0	5
seastar_clc_contig_5939	254	632	174	51	117	70
seastar_clc_contig_594	146	1000	122	255	256	140
seastar_clc_contig_5940	1704	6278	825	257	488	324
seastar_clc_contig_5941	181	510	34	127	224	53
seastar_clc_contig_5942	529	2060	246	22	47	44
seastar_clc_contig_5943	63	320	29	6	14	22
seastar_clc_contig_5944	35	67	18	24	24	5
seastar_clc_contig_5945	6	202	1	12	1	12
seastar_clc_contig_5946	6	40	2	2	0	2
seastar_clc_contig_5947	10	99	6	1	0	5
seastar_clc_contig_5948	1845	1452	542	101	355	259
seastar_clc_contig_5949	72	631	23	7	18	16
seastar_clc_contig_595	1187	6574	766	740	807	576
seastar_clc_contig_5950	367	2112	236	50	160	102
seastar_clc_contig_5951	131	1392	89	71	85	61
seastar_clc_contig_5952	74	439	52	10	76	37
seastar_clc_contig_5953	15	1678	92	35	216	10
seastar_clc_contig_5954	31	64	13	0	1	3
seastar_clc_contig_5955	124	72	31	4	23	11
seastar_clc_contig_5956	109	686	82	47	40	25
seastar_clc_contig_5957	325	1715	106	277	106	947
seastar_clc_contig_5958	0	10	0	10	12	5
seastar_clc_contig_5959	586	1440	206	78	190	126
seastar_clc_contig_596	63	266	46	20	22	18
seastar_clc_contig_5960	85	352	20	4	16	25
seastar_clc_contig_5961	37	468	13	13	38	20
seastar_clc_contig_5962	1009	4818	700	180	339	352
seastar_clc_contig_5963	59	106	34	26	44	22
seastar_clc_contig_5964	111	574	45	39	100	55
seastar_clc_contig_5965	57	214	31	4	13	21
seastar_clc_contig_5966	95	823	149	18	45	40
seastar_clc_contig_5967	6	192	30	2	8	1
seastar_clc_contig_5968	149	999	92	66	132	90
seastar_clc_contig_5969	89	257	14	7	7	4
seastar_clc_contig_597	76	283	11	5	0	9
seastar_clc_contig_5970	73	643	57	13	42	33
seastar_clc_contig_5971	209	714	134	31	37	36
seastar_clc_contig_5972	283	1187	160	13	37	43
seastar_clc_contig_5973	107	132	35	17	10	7
seastar_clc_contig_5974	27	117	8	6	11	1
seastar_clc_contig_5975	2	58	4	1	0	3
seastar_clc_contig_5976	1	15	0	1	2	2
seastar_clc_contig_5977	0	51	3	4	12	17
seastar_clc_contig_5978	62	319	57	4	5	10
seastar_clc_contig_5979	248	0	0	38	77	26
seastar_clc_contig_598	14	303	12	914	473	71
seastar_clc_contig_5980	326	4241	274	441	948	785
seastar_clc_contig_5981	77	552	44	9	27	17
seastar_clc_contig_5982	78	673	44	42	142	43
seastar_clc_contig_5983	146	447	55	5	20	17
seastar_clc_contig_5984	18	67	1	2	4	10
seastar_clc_contig_5985	150	1332	98	196	104	131
seastar_clc_contig_5986	116	913	63	93	119	96
seastar_clc_contig_5987	91	652	44	5	24	8
seastar_clc_contig_5988	0	39	0	36	15	9
seastar_clc_contig_5989	1	74	12	187	175	68
seastar_clc_contig_599	510	1759	181	89	239	108
seastar_clc_contig_5990	461	1948	216	55	81	91
seastar_clc_contig_5991	563	6142	312	206	438	199
seastar_clc_contig_5992	64	319	40	2	0	15
seastar_clc_contig_5993	140	451	27	240	209	144
seastar_clc_contig_5994	2678	7990	915	45	22	91
seastar_clc_contig_5995	23	257	20	1	3	7
seastar_clc_contig_5996	33	414	15	4	22	3
seastar_clc_contig_5997	70	0	100	68	104	65
seastar_clc_contig_5998	84	718	3	2	66	60
seastar_clc_contig_5999	29	254	10	0	0	0
seastar_clc_contig_6	47	849	276	7109	1910	635
seastar_clc_contig_60	501	2047	395	547	526	108
seastar_clc_contig_600	1840	9795	1186	683	1376	715
seastar_clc_contig_6000	1021	840	257	61	212	152
seastar_clc_contig_6001	7	72	4	1	0	2
seastar_clc_contig_6002	1067	969	321	60	270	163
seastar_clc_contig_6003	0	1358	28	27	54	34
seastar_clc_contig_6004	39	1096	35	138	178	185
seastar_clc_contig_6005	174	722	85	57	82	51
seastar_clc_contig_6006	8	597	2	8	11	32
seastar_clc_contig_6007	109	668	38	131	197	114
seastar_clc_contig_6008	73	384	25	21	46	45
seastar_clc_contig_6009	994	5242	669	115	317	190
seastar_clc_contig_601	53	460	40	611	475	150
seastar_clc_contig_6010	1528	6828	845	417	628	569
seastar_clc_contig_6011	8	40	0	21	19	6
seastar_clc_contig_6012	0	83	76	51	4	25
seastar_clc_contig_6013	12	152	9	1	7	0
seastar_clc_contig_6014	232	549	51	13	40	18
seastar_clc_contig_6015	16	180	3	0	0	0
seastar_clc_contig_6016	55	431	37	55	94	36
seastar_clc_contig_6017	1075	2865	896	266	474	220
seastar_clc_contig_6018	153	888	143	22	45	48
seastar_clc_contig_6019	227	764	124	89	10	37
seastar_clc_contig_602	2247	4936	954	921	1710	811
seastar_clc_contig_6020	17	133	12	11	5	6
seastar_clc_contig_6021	80	441	62	9	50	25
seastar_clc_contig_6022	40	373	14	4	19	23
seastar_clc_contig_6023	14	75	4	91	23	17
seastar_clc_contig_6024	76	775	65	120	186	83
seastar_clc_contig_6025	91	107	17	10	16	11
seastar_clc_contig_6026	34	165	19	28	16	10
seastar_clc_contig_6027	637	2124	279	43	86	139
seastar_clc_contig_6028	499	4805	162	336	563	462
seastar_clc_contig_6029	198	847	117	74	152	85
seastar_clc_contig_603	0	2	1	139	0	1
seastar_clc_contig_6030	3183	17750	1889	458	1261	1006
seastar_clc_contig_6031	869	3311	490	154	459	244
seastar_clc_contig_6032	80	1031	61	36	27	18
seastar_clc_contig_6033	50	329	12	7	20	9
seastar_clc_contig_6034	254	1041	44	31	76	20
seastar_clc_contig_6035	196	1260	115	63	148	93
seastar_clc_contig_6036	46	180	10	13	34	6
seastar_clc_contig_6037	137	74	22	14	3	1
seastar_clc_contig_6038	21	325	10	86	59	16
seastar_clc_contig_6039	315	1530	166	36	73	109
seastar_clc_contig_604	469	3208	247	361	490	199
seastar_clc_contig_6040	76	430	78	60	190	142
seastar_clc_contig_6041	955	764	246	52	222	142
seastar_clc_contig_6042	458	1414	271	246	318	197
seastar_clc_contig_6043	88	905	51	30	16	14
seastar_clc_contig_6044	193	1611	231	467	966	554
seastar_clc_contig_6045	0	0	2	18	13	3
seastar_clc_contig_6046	71	728	78	101	151	98
seastar_clc_contig_6047	197	617	110	21	46	29
seastar_clc_contig_6048	35	265	28	4	14	15
seastar_clc_contig_6049	0	14	5	20	58	20
seastar_clc_contig_605	8	66	7	16	13	3
seastar_clc_contig_6050	1660	1420	533	101	328	283
seastar_clc_contig_6051	19	22	9	7	37	3
seastar_clc_contig_6052	134	724	91	29	78	52
seastar_clc_contig_6053	181	678	77	41	124	53
seastar_clc_contig_6054	50	386	16	8	5	13
seastar_clc_contig_6055	40	186	30	4	29	32
seastar_clc_contig_6056	33	283	19	4	6	8
seastar_clc_contig_6057	382	1844	332	99	188	165
seastar_clc_contig_6058	5	3	0	3	0	5
seastar_clc_contig_6059	105	1086	72	165	140	92
seastar_clc_contig_606	4039	14810	2065	486	1049	585
seastar_clc_contig_6060	153	661	93	14	35	46
seastar_clc_contig_6061	36	233	16	8	65	15
seastar_clc_contig_6062	41	249	1	223	79	20
seastar_clc_contig_6063	12	272	25	27	13	19
seastar_clc_contig_6064	136	932	92	39	79	42
seastar_clc_contig_6065	14	139	4	71	53	8
seastar_clc_contig_6066	5	1	0	9	4	1
seastar_clc_contig_6067	54	648	38	27	28	25
seastar_clc_contig_6068	118	782	77	83	152	57
seastar_clc_contig_6069	32	993	25	6	16	8
seastar_clc_contig_607	47	172	35	6	2	22
seastar_clc_contig_6070	181	1341	115	44	156	99
seastar_clc_contig_6071	644	509	151	44	108	91
seastar_clc_contig_6072	62	499	23	17	16	13
seastar_clc_contig_6073	93	473	59	13	49	23
seastar_clc_contig_6074	547	1611	302	32	147	94
seastar_clc_contig_6075	205	1030	132	14	47	50
seastar_clc_contig_6076	38	329	38	7	36	19
seastar_clc_contig_6077	32	8	3	1	0	2
seastar_clc_contig_6078	328	3421	82	280	614	280
seastar_clc_contig_6079	60	319	22	31	52	8
seastar_clc_contig_608	303	882	107	21	80	31
seastar_clc_contig_6080	1	29	1	57	31	4
seastar_clc_contig_6081	869	3095	157	339	332	484
seastar_clc_contig_6082	28	157	17	2	14	5
seastar_clc_contig_6083	461	1919	250	90	193	132
seastar_clc_contig_6084	312	2110	294	47	225	168
seastar_clc_contig_6085	54	160	17	10	100	26
seastar_clc_contig_6086	10	59	5	16	15	6
seastar_clc_contig_6087	155	605	112	94	13	65
seastar_clc_contig_6088	36	388	21	121	106	28
seastar_clc_contig_6089	196	562	205	216	464	191
seastar_clc_contig_609	1435	238	75	1285	87	52
seastar_clc_contig_6090	615	2868	249	74	258	83
seastar_clc_contig_6091	9	20	12	95	29	20
seastar_clc_contig_6092	23	274	13	10	17	10
seastar_clc_contig_6093	166	752	70	24	67	32
seastar_clc_contig_6094	48	325	38	3	19	2
seastar_clc_contig_6095	95	832	69	169	289	63
seastar_clc_contig_6096	1969	1530	498	185	355	311
seastar_clc_contig_6097	1	30	0	1	1	1
seastar_clc_contig_6098	368	1361	308	63	180	101
seastar_clc_contig_6099	144	599	67	6	21	17
seastar_clc_contig_61	667	2824	999	1793	2361	1053
seastar_clc_contig_610	210	1636	102	167	185	144
seastar_clc_contig_6100	261	282	34	5	11	84
seastar_clc_contig_6101	412	1641	180	45	121	120
seastar_clc_contig_6102	15	270	6	15	26	13
seastar_clc_contig_6103	75	458	30	12	21	60
seastar_clc_contig_6104	281	1740	273	124	244	159
seastar_clc_contig_6105	148	782	44	16	62	34
seastar_clc_contig_6106	201	1192	100	70	154	124
seastar_clc_contig_6107	23	76	12	12	24	19
seastar_clc_contig_6108	35	301	54	8	37	24
seastar_clc_contig_6109	60	0	6	2	11	3
seastar_clc_contig_611	26	316	13	4	21	6
seastar_clc_contig_6110	83	167	12	4	9	2
seastar_clc_contig_6111	57	315	28	16	19	21
seastar_clc_contig_6112	322	2053	80	156	510	178
seastar_clc_contig_6113	140	1368	128	174	205	169
seastar_clc_contig_6114	81	1473	16	59	172	82
seastar_clc_contig_6115	723	1853	379	126	103	98
seastar_clc_contig_6116	445	333	95	26	72	68
seastar_clc_contig_6117	48	546	44	17	46	36
seastar_clc_contig_6118	3	26	3	2	0	0
seastar_clc_contig_6119	41	37	24	8	15	10
seastar_clc_contig_612	7930	30443	5033	2432	3803	3291
seastar_clc_contig_6120	156	1614	48	105	98	73
seastar_clc_contig_6121	2035	8177	995	174	437	410
seastar_clc_contig_6122	364	1632	212	85	163	139
seastar_clc_contig_6123	32	352	14	8	18	8
seastar_clc_contig_6124	293	1622	228	70	123	108
seastar_clc_contig_6125	21	75	17	8	8	4
seastar_clc_contig_6126	835	3373	650	215	406	312
seastar_clc_contig_6127	415	2001	134	34	98	82
seastar_clc_contig_6128	112	600	44	25	23	53
seastar_clc_contig_6129	14	322	11	8	61	21
seastar_clc_contig_613	395	6065	330	315	439	279
seastar_clc_contig_6130	35	125	13	3	0	11
seastar_clc_contig_6131	519	2709	589	49	323	171
seastar_clc_contig_6132	2701	9497	1595	450	975	766
seastar_clc_contig_6133	415	1666	3	85	151	163
seastar_clc_contig_6134	30	1594	241	66	24	1
seastar_clc_contig_6135	46	168	37	54	26	21
seastar_clc_contig_6136	64	603	23	35	48	12
seastar_clc_contig_6137	154	773	72	42	44	73
seastar_clc_contig_6138	17	252	17	11	18	22
seastar_clc_contig_6139	79	144	21	273	774	180
seastar_clc_contig_614	180	632	95	20	62	45
seastar_clc_contig_6140	18	24	1	2	4	0
seastar_clc_contig_6141	0	11	2	2	6	1
seastar_clc_contig_6142	40	66	37	16	55	19
seastar_clc_contig_6143	213	1052	131	20	65	56
seastar_clc_contig_6144	322	1317	131	43	31	40
seastar_clc_contig_6145	119	145	83	96	27	92
seastar_clc_contig_6146	25	83	13	3	16	1
seastar_clc_contig_6147	2	81	1	2	0	0
seastar_clc_contig_6148	304	1269	160	10	45	30
seastar_clc_contig_6149	20	141	21	1	15	8
seastar_clc_contig_615	1716	5294	609	196	388	190
seastar_clc_contig_6150	615	2063	409	240	448	287
seastar_clc_contig_6151	245	1178	174	167	490	597
seastar_clc_contig_6152	26	90	12	2	6	17
seastar_clc_contig_6153	89	593	57	54	33	50
seastar_clc_contig_6154	271	2124	284	40	68	65
seastar_clc_contig_6155	18	340	24	78	106	46
seastar_clc_contig_6156	273	721	188	35	158	114
seastar_clc_contig_6157	70	228	31	3	8	16
seastar_clc_contig_6158	3	47	8	14	6	5
seastar_clc_contig_6159	240	960	147	34	66	71
seastar_clc_contig_616	102	310	62	59	81	41
seastar_clc_contig_6160	31	94	9	25	12	9
seastar_clc_contig_6161	2	1	1	4	0	0
seastar_clc_contig_6162	1218	969	333	80	285	186
seastar_clc_contig_6163	21	254	7	4	15	4
seastar_clc_contig_6164	105	102	43	2	28	13
seastar_clc_contig_6165	117	473	63	24	66	37
seastar_clc_contig_6166	389	2131	328	73	217	222
seastar_clc_contig_6167	505	2073	287	125	225	209
seastar_clc_contig_6168	1	187	3	1	0	0
seastar_clc_contig_6169	30	57	3	1	6	2
seastar_clc_contig_617	11713	44050	5817	3914	4904	4466
seastar_clc_contig_6170	1082	4689	679	135	240	232
seastar_clc_contig_6171	98	546	111	11	44	19
seastar_clc_contig_6172	647	3360	389	182	875	752
seastar_clc_contig_6173	202	816	85	73	221	210
seastar_clc_contig_6174	40	201	25	81	81	24
seastar_clc_contig_6175	79	210	14	19	47	114
seastar_clc_contig_6176	37	159	4	5	13	6
seastar_clc_contig_6177	0	11	0	81	39	17
seastar_clc_contig_6178	179	1127	27	53	113	99
seastar_clc_contig_6179	10	77	2	4	7	2
seastar_clc_contig_618	5173	24240	2258	1363	445	592
seastar_clc_contig_6180	100	61	23	5	7	18
seastar_clc_contig_6181	112	438	69	14	36	32
seastar_clc_contig_6182	21	163	0	14	37	39
seastar_clc_contig_6183	1	36	2	10	17	2
seastar_clc_contig_6184	28	276	11	19	36	24
seastar_clc_contig_6185	152	207	54	99	257	113
seastar_clc_contig_6186	980	10230	877	85	280	225
seastar_clc_contig_6187	171	1290	72	21	28	39
seastar_clc_contig_6188	51	122	10	13	12	26
seastar_clc_contig_6189	0	67	1	2	6	3
seastar_clc_contig_619	546	3916	742	667	1546	631
seastar_clc_contig_6190	208	58	83	123	296	37
seastar_clc_contig_6191	4704	25212	2207	427	2129	1397
seastar_clc_contig_6192	14	39	8	19	20	8
seastar_clc_contig_6193	5528	4702	1611	346	1476	828
seastar_clc_contig_6194	2621	2430	770	217	675	501
seastar_clc_contig_6195	5	32	1	2	6	0
seastar_clc_contig_6196	1	15	6	54	88	32
seastar_clc_contig_6197	143	367	61	9	23	3
seastar_clc_contig_6198	296	1471	233	66	80	79
seastar_clc_contig_6199	4	75	0	18	3	3
seastar_clc_contig_62	1606	5637	858	784	759	361
seastar_clc_contig_620	798	1554	342	85	146	685
seastar_clc_contig_6200	13	17	0	3	0	23
seastar_clc_contig_6201	519	1580	202	202	197	237
seastar_clc_contig_6202	2	95	6	19	9	13
seastar_clc_contig_6203	69	883	56	30	72	36
seastar_clc_contig_6204	83	371	84	17	18	17
seastar_clc_contig_6205	393	2754	172	35	97	69
seastar_clc_contig_6206	1	7	1	150	201	16
seastar_clc_contig_6207	724	3076	403	148	286	277
seastar_clc_contig_6208	13	53	12	110	0	0
seastar_clc_contig_6209	62	342	53	61	95	62
seastar_clc_contig_621	61	509	23	148	114	54
seastar_clc_contig_6210	217	1479	99	175	181	158
seastar_clc_contig_6211	112	243	22	7	3	31
seastar_clc_contig_6212	192	668	138	28	77	82
seastar_clc_contig_6213	26	235	25	28	16	7
seastar_clc_contig_6214	6	157	9	22	4	14
seastar_clc_contig_6215	1918	5805	653	140	300	252
seastar_clc_contig_6216	287	1568	177	42	138	59
seastar_clc_contig_6217	407	1515	303	82	133	126
seastar_clc_contig_6218	318	1768	150	27	81	34
seastar_clc_contig_6219	932	4168	711	133	273	105
seastar_clc_contig_622	47	240	43	105	34	29
seastar_clc_contig_6220	7	61	8	3	7	1
seastar_clc_contig_6221	334	1362	262	77	225	79
seastar_clc_contig_6222	1023	814	279	56	218	165
seastar_clc_contig_6223	135	895	88	23	56	67
seastar_clc_contig_6224	216	2216	94	30	95	59
seastar_clc_contig_6225	213	158	64	7	54	26
seastar_clc_contig_6226	188	1201	101	236	198	147
seastar_clc_contig_6227	57	28	13	23	11	12
seastar_clc_contig_6228	148	489	95	25	32	37
seastar_clc_contig_6229	407	2049	287	45	116	143
seastar_clc_contig_623	3164	23880	4015	1804	2988	1647
seastar_clc_contig_6230	250	3140	82	112	163	65
seastar_clc_contig_6231	11	64	3	1	0	2
seastar_clc_contig_6232	4	30	2	1	1	6
seastar_clc_contig_6233	59	278	72	22	42	32
seastar_clc_contig_6234	106	548	93	33	60	45
seastar_clc_contig_6235	318	1457	161	26	104	102
seastar_clc_contig_6236	630	3435	372	93	157	112
seastar_clc_contig_6237	39	290	18	15	59	43
seastar_clc_contig_6238	3	22	3	12	5	2
seastar_clc_contig_6239	619	1552	61	432	173	3547
seastar_clc_contig_624	1485	6322	1011	407	733	424
seastar_clc_contig_6240	425	2112	270	275	612	303
seastar_clc_contig_6241	79	1224	72	51	130	62
seastar_clc_contig_6242	41	442	31	3	39	19
seastar_clc_contig_6243	52	342	31	99	170	63
seastar_clc_contig_6244	50	421	46	53	46	43
seastar_clc_contig_6245	13	192	11	20	13	17
seastar_clc_contig_6246	248	1154	162	40	120	87
seastar_clc_contig_6247	198	1267	114	33	52	65
seastar_clc_contig_6248	5	60	1	0	1	2
seastar_clc_contig_6249	21	310	20	42	66	37
seastar_clc_contig_625	658	3982	429	957	902	622
seastar_clc_contig_6250	776	8649	346	84	139	97
seastar_clc_contig_6251	0	10	1	12	6	4
seastar_clc_contig_6252	6	5	21	14	63	17
seastar_clc_contig_6253	0	30	0	4	0	1
seastar_clc_contig_6254	2595	6667	981	710	1179	584
seastar_clc_contig_6255	213	937	192	27	35	37
seastar_clc_contig_6256	428	1404	239	66	136	72
seastar_clc_contig_6257	91	688	57	65	83	72
seastar_clc_contig_6258	1127	363	34	68	12	30
seastar_clc_contig_6259	6	64	3	3	9	2
