Feature	HK_CF2	HK_CF35	HK_CF70	V_CF71	V_CF34	V_CF26
seastar_clc_contig_16838	10	70	0	2	1	5
seastar_clc_contig_16839	38	91	9	1	2	7
seastar_clc_contig_1684	21	809	13	7	10	5
seastar_clc_contig_16840	18	168	5	3	10	4
seastar_clc_contig_16841	109	1396	46	11	2	34
seastar_clc_contig_16842	16	133	11	10	14	3
seastar_clc_contig_16843	0	1	0	6	9	1
seastar_clc_contig_16844	508	164	56	10	25	23
seastar_clc_contig_16845	13	147	15	8	6	9
seastar_clc_contig_16846	6	90	0	11	9	6
seastar_clc_contig_16847	64	275	49	14	15	28
seastar_clc_contig_16848	3	31	0	4	6	0
seastar_clc_contig_16849	5	102	2	1	4	0
seastar_clc_contig_1685	1372	4923	341	194	212	133
seastar_clc_contig_16850	48	45	23	2	3	3
seastar_clc_contig_16851	26	222	45	4	10	12
seastar_clc_contig_16852	61	235	24	7	0	10
seastar_clc_contig_16853	3	26	0	1	1	1
seastar_clc_contig_16854	9	60	3	6	0	0
seastar_clc_contig_16855	9	13	4	2	0	4
seastar_clc_contig_16856	18	308	15	6	10	14
seastar_clc_contig_16857	10	116	7	10	2	5
seastar_clc_contig_16858	3	31	1	0	0	0
seastar_clc_contig_16859	17	5	0	0	0	2
seastar_clc_contig_1686	323	11664	853	184	118	65
seastar_clc_contig_16860	0	26	1	1	0	0
seastar_clc_contig_16861	70	270	28	8	9	6
seastar_clc_contig_16862	64	653	22	13	40	55
seastar_clc_contig_16863	0	12	1	4	4	0
seastar_clc_contig_16864	13	75	7	6	5	12
seastar_clc_contig_16865	7	197	2	0	6	2
seastar_clc_contig_16866	10	117	22	4	62	11
seastar_clc_contig_16867	19	146	12	0	3	1
seastar_clc_contig_16868	20	50	8	1	0	2
seastar_clc_contig_16869	4	25	16	0	14	6
seastar_clc_contig_1687	558	5083	345	580	871	505
seastar_clc_contig_16870	35	0	14	0	0	0
seastar_clc_contig_16871	16	13	4	0	0	0
seastar_clc_contig_16872	2	54	5	9	0	2
seastar_clc_contig_16873	33	30	10	3	4	3
seastar_clc_contig_16874	37	17	6	1	0	5
seastar_clc_contig_16875	11	138	5	9	4	3
seastar_clc_contig_16876	4	67	3	1	0	1
seastar_clc_contig_16877	13	31	0	1	0	1
seastar_clc_contig_16878	9	45	2	0	7	3
seastar_clc_contig_16879	7	72	4	8	7	10
seastar_clc_contig_1688	12839	56700	4862	925	2941	1279
seastar_clc_contig_16880	0	14	0	6	0	2
seastar_clc_contig_16881	2	17	0	1	0	0
seastar_clc_contig_16882	4	33	1	2	0	3
seastar_clc_contig_16883	54	79	42	18	20	12
seastar_clc_contig_16884	9	6	0	4	2	12
seastar_clc_contig_16885	180	1015	99	13	27	27
seastar_clc_contig_16886	11	20	1	2	2	5
seastar_clc_contig_16887	21	156	12	3	3	2
seastar_clc_contig_16888	33	139	28	3	2	11
seastar_clc_contig_16889	4	9	0	10	3	15
seastar_clc_contig_1689	89	677	44	24	2	15
seastar_clc_contig_16890	3	70	1	1	1	1
seastar_clc_contig_16891	21	123	6	9	7	9
seastar_clc_contig_16892	2	122	4	7	10	6
seastar_clc_contig_16893	0	30	1	4	9	2
seastar_clc_contig_16894	3	49	3	1	4	1
seastar_clc_contig_16895	37	426	24	21	9	16
seastar_clc_contig_16896	21	71	6	3	0	5
seastar_clc_contig_16897	15	94	3	3	10	8
seastar_clc_contig_16898	67	365	47	6	27	17
seastar_clc_contig_16899	1	74	2	6	10	5
seastar_clc_contig_169	3844	16286	2092	2164	2716	1097
seastar_clc_contig_1690	232	920	156	47	105	64
seastar_clc_contig_16900	180	683	86	15	42	33
seastar_clc_contig_16901	6	59	1	2	4	2
seastar_clc_contig_16902	0	24	5	5	8	2
seastar_clc_contig_16903	6	43	7	5	0	4
seastar_clc_contig_16904	35	133	7	0	0	0
seastar_clc_contig_16905	9	44	11	3	0	0
seastar_clc_contig_16906	4	50	0	4	11	3
seastar_clc_contig_16907	8	68	0	7	6	2
seastar_clc_contig_16908	53	335	61	5	3	13
seastar_clc_contig_16909	35	158	32	15	4	21
seastar_clc_contig_1691	1123	11463	585	32	36	25
seastar_clc_contig_16910	10	180	6	6	14	6
seastar_clc_contig_16911	40	273	24	1	1	18
seastar_clc_contig_16912	0	20	1	2	5	0
seastar_clc_contig_16913	1	308	0	2	0	4
seastar_clc_contig_16914	0	68	4	3	16	7
seastar_clc_contig_16915	8	311	26	12	11	14
seastar_clc_contig_16916	3	39	1	1	2	5
seastar_clc_contig_16917	2	43	2	0	2	0
seastar_clc_contig_16918	16	109	0	2	14	0
seastar_clc_contig_16919	8	9	0	0	0	0
seastar_clc_contig_1692	510	2609	369	53	164	161
seastar_clc_contig_16920	11	236	22	2	5	44
seastar_clc_contig_16921	37	413	30	4	11	13
seastar_clc_contig_16922	70	32	12	5	11	5
seastar_clc_contig_16923	102	672	57	12	71	24
seastar_clc_contig_16924	51	158	10	2	2	15
seastar_clc_contig_16925	10	103	13	4	3	3
seastar_clc_contig_16926	0	20	2	2	2	0
seastar_clc_contig_16927	62	183	38	6	13	22
seastar_clc_contig_16928	4	43	3	3	0	1
seastar_clc_contig_16929	146	805	61	5	15	15
seastar_clc_contig_1693	236	1912	125	41	57	49
seastar_clc_contig_16930	31	84	8	0	4	13
seastar_clc_contig_16931	125	669	96	11	45	17
seastar_clc_contig_16932	42	44	9	2	8	2
seastar_clc_contig_16933	69	32	22	4	6	16
seastar_clc_contig_16934	12	5	0	1	0	1
seastar_clc_contig_16935	30	251	6	4	30	17
seastar_clc_contig_16936	26	140	24	3	12	5
seastar_clc_contig_16937	69	57	9	9	3	36
seastar_clc_contig_16938	0	4	0	1	0	33
seastar_clc_contig_16939	7	61	3	12	12	11
seastar_clc_contig_1694	207	1440	127	134	133	119
seastar_clc_contig_16940	73	46	23	4	18	4
seastar_clc_contig_16941	1	29	0	1	6	3
seastar_clc_contig_16942	15	67	4	4	6	3
seastar_clc_contig_16943	45	177	23	8	15	3
seastar_clc_contig_16944	215	286	58	22	33	34
seastar_clc_contig_16945	26	213	11	6	17	7
seastar_clc_contig_16946	3	58	2	1	1	4
seastar_clc_contig_16947	24	9	10	3	3	7
seastar_clc_contig_16948	38	25	7	2	7	7
seastar_clc_contig_16949	24	61	8	0	0	0
seastar_clc_contig_1695	235	2168	163	495	485	294
seastar_clc_contig_16950	4	63	18	9	13	14
seastar_clc_contig_16951	47	325	21	12	12	4
seastar_clc_contig_16952	36	257	13	9	19	15
seastar_clc_contig_16953	84	513	19	14	62	31
seastar_clc_contig_16954	32	181	13	8	15	6
seastar_clc_contig_16955	20	160	19	4	2	6
seastar_clc_contig_16956	22	132	13	17	15	18
seastar_clc_contig_16957	1	50	1	0	0	0
seastar_clc_contig_16958	10	59	8	1	5	0
seastar_clc_contig_16959	6	8	0	2	1	0
seastar_clc_contig_1696	3850	22617	2574	601	1066	953
seastar_clc_contig_16960	12	22	1	0	0	3
seastar_clc_contig_16961	44	189	9	3	1	4
seastar_clc_contig_16962	8	23	4	5	23	9
seastar_clc_contig_16963	67	199	15	15	26	20
seastar_clc_contig_16964	29	4	6	0	0	3
seastar_clc_contig_16965	35	155	5	5	6	8
seastar_clc_contig_16966	84	340	83	11	104	46
seastar_clc_contig_16967	35	335	23	6	4	12
seastar_clc_contig_16968	1	47	2	7	9	4
seastar_clc_contig_16969	48	429	36	11	23	31
seastar_clc_contig_1697	78	18277	19	304	635	5
seastar_clc_contig_16970	11	18	1	1	0	0
seastar_clc_contig_16971	52	59	4	5	0	25
seastar_clc_contig_16972	28	232	25	20	10	11
seastar_clc_contig_16973	40	227	4	4	0	8
seastar_clc_contig_16974	110	489	62	5	21	18
seastar_clc_contig_16975	6	52	4	6	12	6
seastar_clc_contig_16976	29	327	11	14	23	28
seastar_clc_contig_16977	6	97	3	20	12	14
seastar_clc_contig_16978	53	56	32	10	26	12
seastar_clc_contig_16979	74	300	76	20	20	71
seastar_clc_contig_1698	188	884	104	47	117	84
seastar_clc_contig_16980	14	72	7	4	7	6
seastar_clc_contig_16981	0	64	1	6	1	7
seastar_clc_contig_16982	0	33	0	0	0	1
seastar_clc_contig_16983	12	172	26	15	23	13
seastar_clc_contig_16984	2	30	3	2	5	1
seastar_clc_contig_16985	0	0	1	26	7	3
seastar_clc_contig_16986	1	15	3	0	0	0
seastar_clc_contig_16987	27	188	6	0	5	17
seastar_clc_contig_16988	35	256	12	7	15	4
seastar_clc_contig_16989	30	215	34	9	23	15
seastar_clc_contig_1699	55	66	39	25	81	7
seastar_clc_contig_16990	5	60	1	7	4	2
seastar_clc_contig_16991	112	313	10	1	27	8
seastar_clc_contig_16992	39	222	14	3	22	15
seastar_clc_contig_16993	5	94	9	1	0	5
seastar_clc_contig_16994	0	19	2	1	0	0
seastar_clc_contig_16995	103	127	40	11	26	21
seastar_clc_contig_16996	11	183	7	1	15	7
seastar_clc_contig_16997	0	0	0	7	8	1
seastar_clc_contig_16998	2	58	2	6	3	8
seastar_clc_contig_16999	8	43	0	1	0	4
seastar_clc_contig_17	15	167	9	2	24	4
seastar_clc_contig_170	13384	52032	8548	3622	7554	3450
seastar_clc_contig_1700	25	48	41	19	45	10
seastar_clc_contig_17000	1	13	0	0	0	1
seastar_clc_contig_17001	101	403	75	6	98	19
seastar_clc_contig_17002	59	391	35	22	33	33
seastar_clc_contig_17003	20	237	14	6	0	4
seastar_clc_contig_17004	0	401	4	0	11	7
seastar_clc_contig_17005	27	283	4	2	0	3
seastar_clc_contig_17006	2	68	0	1	0	1
seastar_clc_contig_17007	0	8	0	1	15	0
seastar_clc_contig_17008	95	306	45	19	26	18
seastar_clc_contig_17009	0	1	0	9	13	2
seastar_clc_contig_1701	12	0	0	15	0	2
seastar_clc_contig_17010	98	1505	48	12	46	4
seastar_clc_contig_17011	76	432	39	11	31	26
seastar_clc_contig_17012	110	137	22	8	0	12
seastar_clc_contig_17013	6	80	8	12	2	14
seastar_clc_contig_17014	10	95	2	6	7	8
seastar_clc_contig_17015	7	12	3	0	1	2
seastar_clc_contig_17016	24	227	20	7	4	12
seastar_clc_contig_17017	28	73	9	1	0	4
seastar_clc_contig_17018	15	154	8	9	33	23
seastar_clc_contig_17019	152	848	104	8	29	36
seastar_clc_contig_1702	32	550	47	36	31	25
seastar_clc_contig_17020	158	450	69	9	20	11
seastar_clc_contig_17021	53	173	8	4	6	69
seastar_clc_contig_17022	31	14	5	2	0	4
seastar_clc_contig_17023	53	393	22	17	30	15
seastar_clc_contig_17024	118	0	92	1	5	0
seastar_clc_contig_17025	0	48	4	2	7	1
seastar_clc_contig_17026	7	20	1	4	0	4
seastar_clc_contig_17027	95	473	34	9	28	17
seastar_clc_contig_17028	0	40	1	2	3	1
seastar_clc_contig_17029	140	171	5	3	15	8
seastar_clc_contig_1703	501	3806	426	171	211	233
seastar_clc_contig_17030	97	295	61	2	23	13
seastar_clc_contig_17031	85	261	33	5	39	7
seastar_clc_contig_17032	20	213	16	3	7	8
seastar_clc_contig_17033	11	81	9	7	10	1
seastar_clc_contig_17034	61	513	24	10	24	24
seastar_clc_contig_17035	2	15	0	1	1	0
seastar_clc_contig_17036	39	66	15	0	31	6
seastar_clc_contig_17037	52	197	19	2	2	6
seastar_clc_contig_17038	29	339	22	4	21	5
seastar_clc_contig_17039	64	2042	26	12	3	11
seastar_clc_contig_1704	661	7022	436	329	1020	466
seastar_clc_contig_17040	0	9	0	2	1	0
seastar_clc_contig_17041	44	348	40	22	41	36
seastar_clc_contig_17042	5	213	7	2	0	4
seastar_clc_contig_17043	75	1156	40	27	37	14
seastar_clc_contig_17044	31	195	24	3	10	7
seastar_clc_contig_17045	0	13	0	14	3	2
seastar_clc_contig_17046	6	80	0	1	0	0
seastar_clc_contig_17047	106	468	118	12	37	32
seastar_clc_contig_17048	26	299	8	4	17	3
seastar_clc_contig_17049	7	52	7	5	11	5
seastar_clc_contig_1705	160	288	24	49	13	17
seastar_clc_contig_17050	11	110	8	4	2	2
seastar_clc_contig_17051	25	66	4	4	0	0
seastar_clc_contig_17052	31	439	3	7	10	21
seastar_clc_contig_17053	3	64	1	1	6	2
seastar_clc_contig_17054	4	80	3	4	3	9
seastar_clc_contig_17055	4	136	6	5	10	7
seastar_clc_contig_17056	5	18	3	0	0	1
seastar_clc_contig_17057	17	51	7	1	2	6
seastar_clc_contig_17058	26	103	14	1	2	14
seastar_clc_contig_17059	9	54	52	27	22	16
seastar_clc_contig_1706	480	52	1	243	3	6
seastar_clc_contig_17060	0	76	0	2	4	1
seastar_clc_contig_17061	142	75	22	7	15	44
seastar_clc_contig_17062	92	213	149	26	19	14
seastar_clc_contig_17063	47	120	19	4	1	2
seastar_clc_contig_17064	11	31	2	4	0	6
seastar_clc_contig_17065	29	154	11	9	1	12
seastar_clc_contig_17066	38	314	5	4	0	4
seastar_clc_contig_17067	114	394	32	4	24	18
seastar_clc_contig_17068	2	32	2	1	0	3
seastar_clc_contig_17069	8	102	3	3	3	3
seastar_clc_contig_1707	83	710	56	60	234	133
seastar_clc_contig_17070	7	141	9	2	10	1
seastar_clc_contig_17071	0	11	1	3	0	3
seastar_clc_contig_17072	3	65	19	3	2	3
seastar_clc_contig_17073	145	1328	88	9	82	51
seastar_clc_contig_17074	2	95	8	7	0	3
seastar_clc_contig_17075	131	903	93	14	42	29
seastar_clc_contig_17076	50	133	31	4	6	9
seastar_clc_contig_17077	112	237	47	9	33	13
seastar_clc_contig_17078	10	75	1	5	7	1
seastar_clc_contig_17079	56	922	6	3	31	22
seastar_clc_contig_1708	182	1108	107	154	189	96
seastar_clc_contig_17080	0	146	0	0	0	2
seastar_clc_contig_17081	97	462	41	33	25	211
seastar_clc_contig_17082	3	50	1	3	12	2
seastar_clc_contig_17083	12	10	7	2	0	1
seastar_clc_contig_17084	31	8	5	0	3	0
seastar_clc_contig_17085	0	32	0	3	2	0
seastar_clc_contig_17086	48	40	20	4	11	10
seastar_clc_contig_17087	2	17	1	3	6	2
seastar_clc_contig_17088	13	59	0	13	17	4
seastar_clc_contig_17089	4	70	4	3	10	2
seastar_clc_contig_1709	386	2103	298	178	458	190
seastar_clc_contig_17090	8	85	7	1	10	4
seastar_clc_contig_17091	38	60	14	4	23	26
seastar_clc_contig_17092	0	77	17	9	0	0
seastar_clc_contig_17093	43	216	24	7	13	7
seastar_clc_contig_17094	42	284	20	5	21	7
seastar_clc_contig_17095	3	87	3	0	7	0
seastar_clc_contig_17096	20	206	12	5	1	3
seastar_clc_contig_17097	14	96	7	3	7	0
seastar_clc_contig_17098	2	44	3	1	0	2
seastar_clc_contig_17099	99	250	38	3	2	6
seastar_clc_contig_171	155	582	33	5056	7865	3604
seastar_clc_contig_1710	5	89	1	9	16	8
seastar_clc_contig_17100	0	56	52	2	2	0
seastar_clc_contig_17101	59	645	22	3	23	21
seastar_clc_contig_17102	29	42	6	1	0	5
seastar_clc_contig_17103	10	47	0	3	6	4
seastar_clc_contig_17104	6	40	3	0	1	0
seastar_clc_contig_17105	49	377	36	8	90	14
seastar_clc_contig_17106	21	362	12	0	7	15
seastar_clc_contig_17107	24	178	4	7	6	4
seastar_clc_contig_17108	3	61	1	7	12	14
seastar_clc_contig_17109	1	12	0	0	0	0
seastar_clc_contig_1711	25907	110067	5758	339	2129	2373
seastar_clc_contig_17110	22	190	3	13	22	22
seastar_clc_contig_17111	100	466	43	18	26	8
seastar_clc_contig_17112	1	269	1	4	2	2
seastar_clc_contig_17113	27	127	12	2	0	0
seastar_clc_contig_17114	30	338	23	8	28	7
seastar_clc_contig_17115	176	130	65	100	99	70
seastar_clc_contig_17116	29	67	12	7	0	7
seastar_clc_contig_17117	33	488	28	15	16	4
seastar_clc_contig_17118	50	13	14	9	18	3
seastar_clc_contig_17119	120	701	12	13	21	39
seastar_clc_contig_1712	1	79	0	1	11	1
seastar_clc_contig_17120	7	24	6	2	3	3
seastar_clc_contig_17121	0	21	1	5	5	2
seastar_clc_contig_17122	85	498	34	10	15	27
seastar_clc_contig_17123	38	177	0	3	0	0
seastar_clc_contig_17124	6	126	5	5	13	15
seastar_clc_contig_17125	11	132	5	5	0	7
seastar_clc_contig_17126	9	48	2	0	0	0
seastar_clc_contig_17127	17	0	0	8	8	17
seastar_clc_contig_17128	29	142	34	4	21	3
seastar_clc_contig_17129	38	182	27	4	11	21
seastar_clc_contig_1713	2270	13190	1264	492	561	317
seastar_clc_contig_17130	26	167	3	2	9	0
seastar_clc_contig_17131	40	133	10	1	0	0
seastar_clc_contig_17132	250	932	111	9	26	33
seastar_clc_contig_17133	184	154	37	8	36	21
seastar_clc_contig_17134	5	20	0	2	1	0
seastar_clc_contig_17135	19	166	8	6	8	10
seastar_clc_contig_17136	34	427	17	6	0	5
seastar_clc_contig_17137	15	189	11	4	3	18
seastar_clc_contig_17138	36	9	7	2	7	2
seastar_clc_contig_17139	50	43	7	0	0	2
seastar_clc_contig_1714	15	226	8	15	3	8
seastar_clc_contig_17140	105	401	42	7	11	9
seastar_clc_contig_17141	9	133	8	6	3	3
seastar_clc_contig_17142	202	284	35	14	25	30
seastar_clc_contig_17143	14	125	9	6	13	5
seastar_clc_contig_17144	106	385	29	7	0	6
seastar_clc_contig_17145	280	3122	674	22	92	530
seastar_clc_contig_17146	30	148	36	7	14	13
seastar_clc_contig_17147	0	15	2	1	0	1
seastar_clc_contig_17148	86	447	22	8	27	13
seastar_clc_contig_17149	6	15	13	13	18	14
seastar_clc_contig_1715	8698	29305	4340	1848	4917	1840
seastar_clc_contig_17150	66	79	16	5	31	13
seastar_clc_contig_17151	8	76	15	2	0	4
seastar_clc_contig_17152	7	48	14	3	2	9
seastar_clc_contig_17153	16	31	8	5	3	19
seastar_clc_contig_17154	85	1976	92	9	0	76
seastar_clc_contig_17155	16	227	21	8	19	11
seastar_clc_contig_17156	146	1046	41	3	17	10
seastar_clc_contig_17157	44	254	7	5	2	11
seastar_clc_contig_17158	8	5	1	0	0	2
seastar_clc_contig_17159	157	117	32	10	31	29
seastar_clc_contig_1716	80	225	47	314	172	98
seastar_clc_contig_17160	26	132	33	2	4	3
seastar_clc_contig_17161	34	0	0	10	0	72
seastar_clc_contig_17162	23	208	14	10	7	5
seastar_clc_contig_17163	61	140	38	23	21	4
seastar_clc_contig_17164	42	348	7	3	4	6
seastar_clc_contig_17165	27	75	6	1	0	14
seastar_clc_contig_17166	132	552	64	28	51	34
seastar_clc_contig_17167	14	27	11	8	32	13
seastar_clc_contig_17168	9	262	27	12	31	19
seastar_clc_contig_17169	0	42	0	7	1	0
seastar_clc_contig_1717	104	492	54	12	12	14
seastar_clc_contig_17170	21	294	1	15	13	8
seastar_clc_contig_17171	4	2	2	2	0	2
seastar_clc_contig_17172	17	134	2	17	5	11
seastar_clc_contig_17173	23	540	9	3	9	12
seastar_clc_contig_17174	62	216	28	4	4	13
seastar_clc_contig_17175	111	632	62	9	36	26
seastar_clc_contig_17176	264	1263	101	11	16	20
seastar_clc_contig_17177	0	30	1	1	2	5
seastar_clc_contig_17178	124	787	68	16	37	323
seastar_clc_contig_17179	64	26	7	2	6	6
seastar_clc_contig_1718	58	735	35	58	84	45
seastar_clc_contig_17180	23	16	8	3	6	12
seastar_clc_contig_17181	112	282	47	7	12	22
seastar_clc_contig_17182	259	1103	91	2	5	10
seastar_clc_contig_17183	21	131	5	6	3	6
seastar_clc_contig_17184	18	253	25	16	18	7
seastar_clc_contig_17185	103	64	33	6	24	21
seastar_clc_contig_17186	82	34	21	3	24	9
seastar_clc_contig_17187	11	29	2	3	1	0
seastar_clc_contig_17188	23	12	6	2	6	3
seastar_clc_contig_17189	12	193	52	1	13	4
seastar_clc_contig_1719	389	2057	214	31	25	17
seastar_clc_contig_17190	12	120	12	5	0	6
seastar_clc_contig_17191	5	18	8	14	15	10
seastar_clc_contig_17192	220	1614	85	17	84	69
seastar_clc_contig_17193	32	343	33	19	20	22
seastar_clc_contig_17194	62	327	15	4	10	14
seastar_clc_contig_17195	29	143	9	2	14	14
seastar_clc_contig_17196	11	150	9	6	9	13
seastar_clc_contig_17197	0	30	8	2	0	3
seastar_clc_contig_17198	250	784	87	8	21	15
seastar_clc_contig_17199	23	99	14	15	6	3
seastar_clc_contig_172	659	2587	331	89	126	142
seastar_clc_contig_1720	561	2277	409	175	414	414
seastar_clc_contig_17200	43	87	9	29	108	57
seastar_clc_contig_17201	32	230	2	9	4	4
seastar_clc_contig_17202	29	855	47	10	36	22
seastar_clc_contig_17203	95	101	44	3	25	8
seastar_clc_contig_17204	1	71	3	4	9	4
seastar_clc_contig_17205	11	25	5	2	0	8
seastar_clc_contig_17206	35	43	17	5	3	8
seastar_clc_contig_17207	116	372	67	7	33	9
seastar_clc_contig_17208	42	302	36	4	16	23
seastar_clc_contig_17209	15	131	9	5	17	11
seastar_clc_contig_1721	1112	4138	524	611	981	529
seastar_clc_contig_17210	4	16	10	2	5	6
seastar_clc_contig_17211	50	277	19	5	9	8
seastar_clc_contig_17212	78	203	18	33	60	49
seastar_clc_contig_17213	135	812	158	46	44	65
seastar_clc_contig_17214	1	46	4	0	0	24
seastar_clc_contig_17215	11	298	9	0	0	1
seastar_clc_contig_17216	2	20	8	2	3	0
seastar_clc_contig_17217	29	124	21	39	28	40
seastar_clc_contig_17218	10	88	12	0	0	1
seastar_clc_contig_17219	54	131	19	9	0	3
seastar_clc_contig_1722	333	2064	254	36	51	53
seastar_clc_contig_17220	26	156	6	11	25	19
seastar_clc_contig_17221	81	389	63	11	44	21
seastar_clc_contig_17222	111	1120	47	9	22	23
seastar_clc_contig_17223	2	11	2	15	0	8
seastar_clc_contig_17224	37	110	10	16	23	12
seastar_clc_contig_17225	12	50	2	2	0	12
seastar_clc_contig_17226	129	1039	77	33	42	58
seastar_clc_contig_17227	0	35	0	3	2	0
seastar_clc_contig_17228	0	80	4	1	3	0
seastar_clc_contig_17229	147	940	67	14	48	54
seastar_clc_contig_1723	832	6257	304	124	290	159
seastar_clc_contig_17230	90	332	42	13	39	49
seastar_clc_contig_17231	0	12	4	1	0	0
seastar_clc_contig_17232	8	71	8	1	17	3
seastar_clc_contig_17233	19	252	5	3	13	3
seastar_clc_contig_17234	4	39	3	0	0	0
seastar_clc_contig_17235	3	8	1	2	11	4
seastar_clc_contig_17236	14	30	5	3	4	0
seastar_clc_contig_17237	5	12	1	5	0	0
seastar_clc_contig_17238	61	0	0	0	3	4
seastar_clc_contig_17239	103	321	52	6	26	32
seastar_clc_contig_1724	82	576	57	14	48	26
seastar_clc_contig_17240	11	36	12	23	34	7
seastar_clc_contig_17241	2	31	1	1	0	0
seastar_clc_contig_17242	27	441	8	6	29	9
seastar_clc_contig_17243	159	1005	61	20	12	287
seastar_clc_contig_17244	12	5	4	0	0	21
seastar_clc_contig_17245	7	89	1	1	6	1
seastar_clc_contig_17246	41	147	41	10	23	7
seastar_clc_contig_17247	1	19	1	1	0	0
seastar_clc_contig_17248	0	1	0	9	8	5
seastar_clc_contig_17249	21	53	19	18	30	13
seastar_clc_contig_1725	57	123	18	54	24	244
seastar_clc_contig_17250	12	59	12	4	12	0
seastar_clc_contig_17251	0	74	0	0	0	9
seastar_clc_contig_17252	0	31	2	2	5	0
seastar_clc_contig_17253	0	23	0	1	1	0
seastar_clc_contig_17254	5	55	3	3	3	1
seastar_clc_contig_17255	10	10	0	2	1	4
seastar_clc_contig_17256	3	66	0	14	13	1
seastar_clc_contig_17257	30	372	26	9	19	17
seastar_clc_contig_17258	233	856	109	19	46	38
seastar_clc_contig_17259	4	25	0	2	0	0
seastar_clc_contig_1726	2370	19492	1645	1291	1911	1137
seastar_clc_contig_17260	50	304	71	2	17	10
seastar_clc_contig_17261	183	588	87	16	30	16
seastar_clc_contig_17262	100	665	43	16	56	21
seastar_clc_contig_17263	0	16	1	2	6	1
seastar_clc_contig_17264	0	13	0	2	0	1
seastar_clc_contig_17265	4	82	6	6	3	6
seastar_clc_contig_17266	14	95	10	9	17	10
seastar_clc_contig_17267	0	16	0	6	3	0
seastar_clc_contig_17268	13	9	8	1	2	2
seastar_clc_contig_17269	36	150	18	4	6	11
seastar_clc_contig_1727	1409	4794	718	79	260	89
seastar_clc_contig_17270	0	2	2	27	4	6
seastar_clc_contig_17271	4	37	7	2	3	5
seastar_clc_contig_17272	114	388	41	17	26	30
seastar_clc_contig_17273	2	91	2	1	0	0
seastar_clc_contig_17274	40	1143	66	2	8	10
seastar_clc_contig_17275	18	54	9	16	6	4
seastar_clc_contig_17276	11	80	3	9	0	6
seastar_clc_contig_17277	13	76	5	2	6	10
seastar_clc_contig_17278	464	1659	266	20	92	67
seastar_clc_contig_17279	30	47	28	3	0	8
seastar_clc_contig_1728	34	465	23	70	62	56
seastar_clc_contig_17280	96	708	42	9	34	25
seastar_clc_contig_17281	3	74	1	4	4	0
seastar_clc_contig_17282	7	43	2	0	3	0
seastar_clc_contig_17283	14	40	1	0	0	1
seastar_clc_contig_17284	0	35	0	1	0	6
seastar_clc_contig_17285	158	710	63	16	25	20
seastar_clc_contig_17286	60	249	54	5	2	1
seastar_clc_contig_17287	0	43	0	1	5	0
seastar_clc_contig_17288	6	13	1	2	1	0
seastar_clc_contig_17289	7	113	8	11	1	16
seastar_clc_contig_1729	63	858	34	178	138	116
seastar_clc_contig_17290	0	32	2	4	14	2
seastar_clc_contig_17291	24	46	9	1	7	1
seastar_clc_contig_17292	14	217	10	7	55	15
seastar_clc_contig_17293	57	189	36	7	10	20
seastar_clc_contig_17294	8	95	6	29	23	21
seastar_clc_contig_17295	70	665	34	7	12	16
seastar_clc_contig_17296	89	355	34	5	11	17
seastar_clc_contig_17297	9	295	9	10	37	3
seastar_clc_contig_17298	200	535	101	8	22	10
seastar_clc_contig_17299	99	773	40	6	16	13
seastar_clc_contig_173	5508	31620	4552	2378	4316	3349
seastar_clc_contig_1730	988	8156	1146	686	777	523
seastar_clc_contig_17300	45	168	12	2	47	21
seastar_clc_contig_17301	3	49	21	3	19	8
seastar_clc_contig_17302	8	51	3	0	0	2
seastar_clc_contig_17303	41	289	20	5	7	12
seastar_clc_contig_17304	361	1285	19	2	20	11
seastar_clc_contig_17305	0	34	1	1	1	0
seastar_clc_contig_17306	181	2205	62	17	33	20
seastar_clc_contig_17307	22	187	19	6	8	0
seastar_clc_contig_17308	94	470	39	5	7	5
seastar_clc_contig_17309	27	44	5	3	17	6
seastar_clc_contig_1731	707	4250	716	259	351	358
seastar_clc_contig_17310	17	117	12	7	0	2
seastar_clc_contig_17311	5	139	2	5	0	6
seastar_clc_contig_17312	1	3	6	7	1	9
seastar_clc_contig_17313	96	258	36	6	26	23
seastar_clc_contig_17314	11	0	14	4	7	1
seastar_clc_contig_17315	12	53	0	0	0	0
